samosa_id,order_id,samosa_name_id,quantity,order_date,order_time,order_day,unit_price,total_price,serving_size,samosa_category,samosa_ingredients,samosa_name
558,224,but_ckn_j,3,2023-01-20,10:00:00,Friday,6.17,18.51,Jodi (Pair),Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
559,225,onion_p_s,1,2023-01-20,11:11:00,Friday,1.5,1.5,Single,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
560,225,piz_sam_j,2,2023-01-20,11:11:00,Friday,4.75,9.5,Jodi (Pair),Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
561,225,cls_aloo_s,1,2023-01-20,11:11:00,Friday,1.5,1.5,Single,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
562,225,pan_tik_s,3,2023-01-20,11:11:00,Friday,2.5,7.5,Single,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
563,226,piz_sam_j,2,2023-01-20,11:59:00,Friday,4.75,9.5,Jodi (Pair),Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
564,227,punjabi_f,3,2023-01-20,12:30:00,Friday,9.62,28.86,Family Box,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
565,227,app_pie_j,3,2023-01-20,12:30:00,Friday,5.22,15.66,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
566,227,choc_lav_j,3,2023-01-20,12:30:00,Friday,4.75,14.25,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
567,228,cls_aloo_f,3,2023-01-20,13:40:00,Friday,8.25,24.75,Family Box,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
568,228,app_pie_s,1,2023-01-20,13:40:00,Friday,2.75,2.75,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
569,228,piz_sam_s,1,2023-01-20,13:40:00,Friday,2.5,2.5,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
570,228,chs_corn_f,2,2023-01-20,13:40:00,Friday,12.38,24.76,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
571,229,chow_sam_f,3,2023-01-20,14:22:00,Friday,11.0,33.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
572,229,mut_keema_j,1,2023-01-20,14:22:00,Friday,6.65,6.65,Jodi (Pair),Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
573,229,but_ckn_f,3,2023-01-20,14:22:00,Friday,17.88,53.64,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
574,229,app_pie_s,3,2023-01-20,14:22:00,Friday,2.75,8.25,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
575,230,pan_tik_j,3,2023-01-20,15:03:00,Friday,4.75,14.25,Jodi (Pair),Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
576,230,onion_p_s,3,2023-01-20,15:03:00,Friday,1.5,4.5,Single,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
577,230,ckn_keema_s,3,2023-01-20,15:03:00,Friday,3.0,9.0,Single,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
578,231,choc_lav_j,2,2023-01-20,15:32:00,Friday,4.75,9.5,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
579,231,punjabi_j,3,2023-01-20,15:32:00,Friday,3.32,9.96,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
580,231,pan_tik_f,3,2023-01-20,15:32:00,Friday,13.75,41.25,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
581,231,app_pie_f,2,2023-01-20,15:32:00,Friday,15.12,30.24,Family Box,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
582,232,chs_corn_s,1,2023-01-20,16:12:00,Friday,2.25,2.25,Single,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
583,233,cls_aloo_s,1,2023-01-20,16:58:00,Friday,1.5,1.5,Single,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
584,233,cls_aloo_f,1,2023-01-20,16:58:00,Friday,8.25,8.25,Family Box,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
585,234,but_ckn_f,2,2023-01-20,17:32:00,Friday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
586,235,punjabi_f,1,2023-01-20,18:40:00,Friday,9.62,9.62,Family Box,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
587,235,but_ckn_s,2,2023-01-20,18:40:00,Friday,3.25,6.5,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
588,235,pan_tik_s,3,2023-01-20,18:40:00,Friday,2.5,7.5,Single,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
589,235,punjabi_j,2,2023-01-20,18:40:00,Friday,3.32,6.64,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
590,236,mut_keema_f,3,2023-01-20,19:45:00,Friday,19.25,57.75,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
591,236,ckn_keema_f,1,2023-01-20,19:45:00,Friday,16.5,16.5,Family Box,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
592,237,punjabi_s,3,2023-01-20,21:45:00,Friday,1.75,5.25,Single,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
593,237,mut_keema_f,2,2023-01-20,21:45:00,Friday,19.25,38.5,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
594,237,piz_sam_j,3,2023-01-20,21:45:00,Friday,4.75,14.25,Jodi (Pair),Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
595,237,onion_p_s,2,2023-01-20,21:45:00,Friday,1.5,3.0,Single,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
596,238,chow_sam_j,3,2023-01-21,10:00:00,Saturday,3.8,11.4,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
597,238,chow_sam_f,2,2023-01-21,10:00:00,Saturday,11.0,22.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
598,239,pan_tik_j,1,2023-01-21,11:58:00,Saturday,4.75,4.75,Jodi (Pair),Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
599,239,mut_keema_s,3,2023-01-21,11:58:00,Saturday,3.5,10.5,Single,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
600,239,ckn_keema_s,2,2023-01-21,11:58:00,Saturday,3.0,6.0,Single,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
601,239,pan_tik_f,2,2023-01-21,11:58:00,Saturday,13.75,27.5,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
602,240,chs_corn_s,2,2023-01-21,12:56:00,Saturday,2.25,4.5,Single,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
603,240,pan_tik_s,1,2023-01-21,12:56:00,Saturday,2.5,2.5,Single,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
604,240,pan_tik_f,1,2023-01-21,12:56:00,Saturday,13.75,13.75,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
605,240,pan_tik_f,1,2023-01-21,12:56:00,Saturday,13.75,13.75,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
606,241,chs_corn_f,1,2023-01-21,14:31:00,Saturday,12.38,12.38,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
607,242,mut_keema_j,2,2023-01-21,16:01:00,Saturday,6.65,13.3,Jodi (Pair),Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
608,242,mut_keema_s,3,2023-01-21,16:01:00,Saturday,3.5,10.5,Single,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
609,242,app_pie_f,3,2023-01-21,16:01:00,Saturday,15.12,45.36,Family Box,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
610,242,mut_keema_f,2,2023-01-21,16:01:00,Saturday,19.25,38.5,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
611,243,pan_tik_s,3,2023-01-21,17:13:00,Saturday,2.5,7.5,Single,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
612,243,piz_sam_s,3,2023-01-21,17:13:00,Saturday,2.5,7.5,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
613,243,chs_corn_f,3,2023-01-21,17:13:00,Saturday,12.38,37.14,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
614,243,piz_sam_f,3,2023-01-21,17:13:00,Saturday,13.75,41.25,Family Box,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
615,244,pan_tik_f,1,2023-01-21,17:59:00,Saturday,13.75,13.75,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
616,244,cls_aloo_s,2,2023-01-21,17:59:00,Saturday,1.5,3.0,Single,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
617,244,piz_sam_f,1,2023-01-21,17:59:00,Saturday,13.75,13.75,Family Box,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
618,245,chow_sam_f,1,2023-01-21,19:58:00,Saturday,11.0,11.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
619,245,but_ckn_f,2,2023-01-21,19:58:00,Saturday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
620,246,chow_sam_s,2,2023-01-21,20:06:00,Saturday,2.0,4.0,Single,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
621,246,chs_corn_j,3,2023-01-21,20:06:00,Saturday,4.27,12.81,Jodi (Pair),Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
622,246,cls_aloo_f,1,2023-01-21,20:06:00,Saturday,8.25,8.25,Family Box,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
623,247,onion_p_s,2,2023-01-21,21:36:00,Saturday,1.5,3.0,Single,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
624,247,onion_p_s,1,2023-01-21,21:36:00,Saturday,1.5,1.5,Single,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
625,247,cls_aloo_j,1,2023-01-21,21:36:00,Saturday,2.85,2.85,Jodi (Pair),Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
626,248,chow_sam_f,1,2023-01-22,10:00:00,Sunday,11.0,11.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
627,248,app_pie_f,2,2023-01-22,10:00:00,Sunday,15.12,30.24,Family Box,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
628,248,mut_keema_j,1,2023-01-22,10:00:00,Sunday,6.65,6.65,Jodi (Pair),Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
629,248,but_ckn_s,2,2023-01-22,10:00:00,Sunday,3.25,6.5,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
630,249,but_ckn_s,2,2023-01-22,10:10:00,Sunday,3.25,6.5,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
631,249,punjabi_s,3,2023-01-22,10:10:00,Sunday,1.75,5.25,Single,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
632,249,ckn_keema_f,2,2023-01-22,10:10:00,Sunday,16.5,33.0,Family Box,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
633,250,ckn_keema_s,2,2023-01-22,11:29:00,Sunday,3.0,6.0,Single,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
634,250,onion_p_j,1,2023-01-22,11:29:00,Sunday,2.85,2.85,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
635,250,punjabi_s,2,2023-01-22,11:29:00,Sunday,1.75,3.5,Single,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
636,251,choc_lav_j,2,2023-01-22,12:47:00,Sunday,4.75,9.5,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
637,252,chow_sam_j,1,2023-01-22,14:47:00,Sunday,3.8,3.8,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
638,253,piz_sam_s,1,2023-01-22,15:41:00,Sunday,2.5,2.5,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
639,253,onion_p_j,2,2023-01-22,15:41:00,Sunday,2.85,5.7,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
640,253,punjabi_j,1,2023-01-22,15:41:00,Sunday,3.32,3.32,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
641,253,app_pie_j,3,2023-01-22,15:41:00,Sunday,5.22,15.66,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
642,254,choc_lav_j,1,2023-01-22,16:56:00,Sunday,4.75,4.75,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
643,254,mut_keema_s,1,2023-01-22,16:56:00,Sunday,3.5,3.5,Single,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
644,254,piz_sam_f,3,2023-01-22,16:56:00,Sunday,13.75,41.25,Family Box,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
645,255,piz_sam_j,3,2023-01-22,17:02:00,Sunday,4.75,14.25,Jodi (Pair),Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
646,255,mut_keema_f,2,2023-01-22,17:02:00,Sunday,19.25,38.5,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
647,255,onion_p_j,1,2023-01-22,17:02:00,Sunday,2.85,2.85,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
648,255,cls_aloo_s,1,2023-01-22,17:02:00,Sunday,1.5,1.5,Single,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
649,256,but_ckn_s,1,2023-01-22,18:01:00,Sunday,3.25,3.25,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
650,256,chs_corn_s,1,2023-01-22,18:01:00,Sunday,2.25,2.25,Single,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
651,257,chs_corn_j,2,2023-01-22,18:52:00,Sunday,4.27,8.54,Jodi (Pair),Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
652,257,choc_lav_f,1,2023-01-22,18:52:00,Sunday,13.75,13.75,Family Box,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
653,257,chs_corn_j,1,2023-01-22,18:52:00,Sunday,4.27,4.27,Jodi (Pair),Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
654,257,piz_sam_f,2,2023-01-22,18:52:00,Sunday,13.75,27.5,Family Box,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
655,258,onion_p_j,2,2023-01-22,20:41:00,Sunday,2.85,5.7,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
656,258,pan_tik_j,2,2023-01-22,20:41:00,Sunday,4.75,9.5,Jodi (Pair),Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
657,259,ckn_keema_s,1,2023-01-22,21:11:00,Sunday,3.0,3.0,Single,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
658,259,chs_corn_f,2,2023-01-22,21:11:00,Sunday,12.38,24.76,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
659,259,onion_p_f,1,2023-01-22,21:11:00,Sunday,8.25,8.25,Family Box,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
660,259,app_pie_s,3,2023-01-22,21:11:00,Sunday,2.75,8.25,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
661,260,app_pie_s,2,2023-01-22,21:22:00,Sunday,2.75,5.5,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
662,260,app_pie_f,3,2023-01-22,21:22:00,Sunday,15.12,45.36,Family Box,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
663,261,but_ckn_f,2,2023-01-23,10:00:00,Monday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
664,261,chs_corn_f,3,2023-01-23,10:00:00,Monday,12.38,37.14,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
665,261,chow_sam_j,3,2023-01-23,10:00:00,Monday,3.8,11.4,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
666,262,chs_corn_f,1,2023-01-23,11:40:00,Monday,12.38,12.38,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
667,262,onion_p_s,1,2023-01-23,11:40:00,Monday,1.5,1.5,Single,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
668,262,app_pie_f,1,2023-01-23,11:40:00,Monday,15.12,15.12,Family Box,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
669,262,punjabi_f,1,2023-01-23,11:40:00,Monday,9.62,9.62,Family Box,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
670,263,mut_keema_j,2,2023-01-23,12:32:00,Monday,6.65,13.3,Jodi (Pair),Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
671,263,piz_sam_f,2,2023-01-23,12:32:00,Monday,13.75,27.5,Family Box,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
672,263,chs_corn_s,3,2023-01-23,12:32:00,Monday,2.25,6.75,Single,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
673,263,chow_sam_j,1,2023-01-23,12:32:00,Monday,3.8,3.8,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
674,264,ckn_keema_s,2,2023-01-23,13:11:00,Monday,3.0,6.0,Single,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
675,264,mut_keema_f,2,2023-01-23,13:11:00,Monday,19.25,38.5,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
676,264,but_ckn_f,2,2023-01-23,13:11:00,Monday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
677,265,choc_lav_s,1,2023-01-23,14:47:00,Monday,2.5,2.5,Single,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
678,265,pan_tik_f,3,2023-01-23,14:47:00,Monday,13.75,41.25,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
679,266,ckn_keema_f,2,2023-01-23,15:21:00,Monday,16.5,33.0,Family Box,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
680,266,choc_lav_j,2,2023-01-23,15:21:00,Monday,4.75,9.5,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
681,266,pan_tik_j,2,2023-01-23,15:21:00,Monday,4.75,9.5,Jodi (Pair),Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
682,266,but_ckn_j,2,2023-01-23,15:21:00,Monday,6.17,12.34,Jodi (Pair),Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
683,267,app_pie_f,1,2023-01-23,15:45:00,Monday,15.12,15.12,Family Box,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
684,267,cls_aloo_f,2,2023-01-23,15:45:00,Monday,8.25,16.5,Family Box,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
685,267,piz_sam_f,3,2023-01-23,15:45:00,Monday,13.75,41.25,Family Box,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
686,268,pan_tik_f,1,2023-01-23,16:00:00,Monday,13.75,13.75,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
687,269,app_pie_s,3,2023-01-23,16:08:00,Monday,2.75,8.25,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
688,269,chow_sam_s,1,2023-01-23,16:08:00,Monday,2.0,2.0,Single,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
689,269,choc_lav_j,2,2023-01-23,16:08:00,Monday,4.75,9.5,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
690,270,but_ckn_f,2,2023-01-23,16:13:00,Monday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
691,270,choc_lav_j,3,2023-01-23,16:13:00,Monday,4.75,14.25,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
692,270,punjabi_j,3,2023-01-23,16:13:00,Monday,3.32,9.96,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
693,271,chs_corn_j,1,2023-01-23,17:52:00,Monday,4.27,4.27,Jodi (Pair),Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
694,272,app_pie_s,2,2023-01-23,19:25:00,Monday,2.75,5.5,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
695,272,ckn_keema_s,3,2023-01-23,19:25:00,Monday,3.0,9.0,Single,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
696,272,cls_aloo_j,2,2023-01-23,19:25:00,Monday,2.85,5.7,Jodi (Pair),Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
697,273,punjabi_f,2,2023-01-23,21:07:00,Monday,9.62,19.24,Family Box,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
698,273,choc_lav_f,1,2023-01-23,21:07:00,Monday,13.75,13.75,Family Box,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
699,273,cls_aloo_f,3,2023-01-23,21:07:00,Monday,8.25,24.75,Family Box,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
700,273,mut_keema_s,1,2023-01-23,21:07:00,Monday,3.5,3.5,Single,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
701,274,piz_sam_s,1,2023-01-23,21:23:00,Monday,2.5,2.5,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
702,274,punjabi_j,1,2023-01-23,21:23:00,Monday,3.32,3.32,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
703,274,choc_lav_f,2,2023-01-23,21:23:00,Monday,13.75,27.5,Family Box,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
704,274,app_pie_s,2,2023-01-23,21:23:00,Monday,2.75,5.5,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
705,275,piz_sam_f,2,2023-01-24,10:00:00,Tuesday,13.75,27.5,Family Box,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
706,275,choc_lav_j,3,2023-01-24,10:00:00,Tuesday,4.75,14.25,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
707,276,chow_sam_j,2,2023-01-24,11:14:00,Tuesday,3.8,7.6,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
708,276,choc_lav_s,1,2023-01-24,11:14:00,Tuesday,2.5,2.5,Single,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
709,276,mut_keema_s,2,2023-01-24,11:14:00,Tuesday,3.5,7.0,Single,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
710,276,pan_tik_s,2,2023-01-24,11:14:00,Tuesday,2.5,5.0,Single,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
711,277,onion_p_s,2,2023-01-24,12:20:00,Tuesday,1.5,3.0,Single,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
712,278,choc_lav_j,1,2023-01-24,13:49:00,Tuesday,4.75,4.75,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
713,278,app_pie_j,1,2023-01-24,13:49:00,Tuesday,5.22,5.22,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
714,279,punjabi_s,1,2023-01-24,15:28:00,Tuesday,1.75,1.75,Single,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
715,280,choc_lav_f,3,2023-01-24,15:36:00,Tuesday,13.75,41.25,Family Box,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
